test_id,area,dependency,owning_sp,mismatch_pct
wpt/css_backgrounds/background-size_vector_tall--cover--width,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-height-ratio-5px-auto,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-height-ratio-auto-5px,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-height-ratio-auto-auto,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-height-ratio-contain,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-height-ratio-cover,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-ratio-no-dimensions-5px-auto,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-ratio-no-dimensions-auto-5px,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-ratio-no-dimensions-auto-auto,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-ratio-no-dimensions-contain,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-ratio-no-dimensions-cover,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-width-ratio-5px-auto,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-width-ratio-auto-5px,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-width-ratio-auto-auto,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-width-ratio-contain,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/background-size_vector_zero-width-ratio-cover,css_backgrounds,SP13: Image Rendering,needs_image,0.04
wpt/css_backgrounds/bg-color-with-gradient,css_backgrounds,SP13: Gradient Rendering,needs_gradient,2.12
wpt/css_backgrounds/border-bottom-left-radius-001,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-bottom-left-radius-002,css_backgrounds,SP11/SP13: Text Rendering,needs_text,3.49
wpt/css_backgrounds/border-bottom-left-radius-010,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-bottom-left-radius-011,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-bottom-left-radius-012,css_backgrounds,SP11/SP13: Text Rendering,needs_text,3.39
wpt/css_backgrounds/border-bottom-left-radius-013,css_backgrounds,SP11/SP13: Text Rendering,needs_text,3.40
wpt/css_backgrounds/border-bottom-left-radius-014,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-bottom-right-radius-001,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-bottom-right-radius-002,css_backgrounds,SP11/SP13: Text Rendering,needs_text,3.49
wpt/css_backgrounds/border-bottom-right-radius-010,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-bottom-right-radius-011,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-bottom-right-radius-012,css_backgrounds,SP11/SP13: Text Rendering,needs_text,3.39
wpt/css_backgrounds/border-bottom-right-radius-013,css_backgrounds,SP11/SP13: Text Rendering,needs_text,3.40
wpt/css_backgrounds/border-bottom-right-radius-014,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-image-021,css_backgrounds,SP13: Gradient Rendering,needs_gradient,2.12
wpt/css_backgrounds/border-image-outset-003,css_backgrounds,SP13: Gradient Rendering,needs_gradient,27.39
wpt/css_backgrounds/border-image-outset-003-ref,css_backgrounds,SP13: Gradient Rendering,needs_gradient,17.20
wpt/css_backgrounds/border-image-repeat-005,css_backgrounds,SP13: Image Rendering,needs_image,4.90
wpt/css_backgrounds/border-image-repeat-1,css_backgrounds,SP13: Image Rendering,needs_image,0.54
wpt/css_backgrounds/border-image-repeat-round,css_backgrounds,SP13: Image Rendering,needs_image,0.66
wpt/css_backgrounds/border-image-repeat-round-003,css_backgrounds,SP11/SP13: Text Rendering; SP13: Image Rendering,"needs_text,needs_image",30.98
wpt/css_backgrounds/border-image-repeat-round-stretch-001,css_backgrounds,SP13: Image Rendering,needs_image,2.61
wpt/css_backgrounds/border-image-repeat-space-011,css_backgrounds,SP13: Image Rendering,needs_image,0.32
wpt/css_backgrounds/border-image-repeat-stretch-round-001,css_backgrounds,SP13: Image Rendering,needs_image,1.96
wpt/css_backgrounds/border-image-round-and-stretch,css_backgrounds,SP13: Image Rendering,needs_image,1.26
wpt/css_backgrounds/border-image-slice-percentage,css_backgrounds,SP13: Image Rendering,needs_image,0.66
wpt/css_backgrounds/border-image-width-005,css_backgrounds,SP13: Image Rendering,needs_image,0.87
wpt/css_backgrounds/border-image-width-006,css_backgrounds,SP13: Image Rendering,needs_image,0.87
wpt/css_backgrounds/border-image-width-should-extend-to-padding,css_backgrounds,SP13: Gradient Rendering,needs_gradient,4.57
wpt/css_backgrounds/border-image-width-should-extend-to-padding-ref,css_backgrounds,SP13: Gradient Rendering,needs_gradient,4.57
wpt/css_backgrounds/border-radius-001,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-radius-001-ref,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-radius-002,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.41
wpt/css_backgrounds/border-radius-002-ref,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.41
wpt/css_backgrounds/border-radius-003,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.59
wpt/css_backgrounds/border-radius-003-ref,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.61
wpt/css_backgrounds/border-radius-004,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.65
wpt/css_backgrounds/border-radius-004-ref,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.63
wpt/css_backgrounds/border-radius-005,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.40
wpt/css_backgrounds/border-radius-005-ref,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.42
wpt/css_backgrounds/border-radius-006,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.42
wpt/css_backgrounds/border-radius-006-ref,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.39
wpt/css_backgrounds/border-radius-007,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.35
wpt/css_backgrounds/border-radius-007-ref,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.35
wpt/css_backgrounds/border-radius-008,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-radius-009,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.39
wpt/css_backgrounds/border-radius-009-ref,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.42
wpt/css_backgrounds/border-radius-010,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.27
wpt/css_backgrounds/border-radius-010-ref,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.25
wpt/css_backgrounds/border-radius-012,css_backgrounds,SP11/SP13: Text Rendering,needs_text,0.89
wpt/css_backgrounds/border-radius-012-ref,css_backgrounds,SP11/SP13: Text Rendering,needs_text,0.89
wpt/css_backgrounds/border-top-left-radius-001,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-top-left-radius-010,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-top-left-radius-011,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-top-left-radius-014,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-top-right-radius-001,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-top-right-radius-010,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
wpt/css_backgrounds/border-top-right-radius-011,css_backgrounds,SP11/SP13: Text Rendering,needs_text,7.10
